path,path_length,depth,num_parts,num_hidden,has_hidden,name_length,extension,extension_length,is_tmp,suspicious_score,size,probability,prediction,dangerous_flag
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\dot.saylau.kz_ssl,68,5,6,0,0,17,kz_ssl,6,0,0,343,0.775,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\DQ_Инструкция_по_настройке_аудита_Fortinet.pdf,98,5,6,0,0,47,pdf,3,0,0,237561,0.82,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\DQ_Инструкция_по_настройке_Microsoft_DHCP_+_nxlog.docx,105,5,6,0,0,54,docx,4,0,0,2886493,0.86,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\DQ_Инструкция_по_настройке_Microsoft_DNS_+_nxlog.docx,104,5,6,0,0,53,docx,4,0,0,2799291,0.86,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\DQ_Инструкция_по_настройке_MS_IIS_+_nxlog (2).docx,101,5,6,0,0,50,docx,4,0,0,3485983,0.855,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\DQ_Инструкция_по_настройке_MS_IIS_+_nxlog.docx,97,5,6,0,0,46,docx,4,0,0,3485983,0.855,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\DQ_Настройка_задачи_Windows_для_перезапуска_агента_IBM_Wincollect (2).pdf,124,5,6,0,0,73,pdf,3,0,0,124275,0.835,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\DQ_Настройка_задачи_Windows_для_перезапуска_агента_IBM_Wincollect.pdf,120,5,6,0,0,69,pdf,3,0,0,124275,0.845,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\e058ac36_fd9b_4259_a89e_842fa37d7f1c_gold_statemen_240501_170242.pdf,119,5,6,0,0,68,pdf,3,0,0,152461,0.86,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\ECC-CSA-Certificate.pdf,74,5,6,0,0,23,pdf,3,0,0,1954163,0.82,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\ECC-ExamTranscript.pdf,73,5,6,0,0,22,pdf,3,0,0,2619161,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Ecg3A1UCtkgOSetZQKHgssxFEjx1_mics_introduction_to_cyber_security.png,119,5,6,0,0,68,png,3,0,0,172629,0.87,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\election.gov.kz,66,5,6,0,0,15,kz,2,0,0,219,0.78,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\election.gov.kz_ssl,70,5,6,0,0,19,kz_ssl,6,0,0,388,0.79,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\EPS CIK.xlsx,63,5,6,0,0,12,xlsx,4,0,0,18987,0.74,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\error_status.xlsx,68,5,6,0,0,17,xlsx,4,0,0,14298,0.74,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\ETC.png,58,5,6,0,0,7,png,3,0,0,155697,0.8,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Event Details.pdf,68,5,6,0,0,17,pdf,3,0,0,235981,0.765,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\file (1).pdf,63,5,6,0,0,12,pdf,3,0,0,81817,0.785,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\file (2).pdf,63,5,6,0,0,12,pdf,3,0,0,57865,0.785,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\file.pdf,59,5,6,0,0,8,pdf,3,0,0,57382,0.81,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\finish mp4.mp4,65,5,6,0,0,14,mp4,3,0,0,161349632,0.735,1,1
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\forum (2).zip,64,5,6,0,0,13,zip,3,0,0,198716,0.785,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\forum.zip,60,5,6,0,0,9,zip,3,0,0,7388344,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\FWD_BCT_Payment_Notificaton_SWIFT_confirmation_Transfer_No_20251001134203001.rar,131,5,6,0,0,80,rar,3,0,0,31974,0.94,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Gallery_20240927_164134_240927_164144.pdf,92,5,6,0,0,41,pdf,3,0,0,4314617,0.755,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Gallery_20240927_164206_240927_164223.pdf,92,5,6,0,0,41,pdf,3,0,0,1282585,0.785,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\gbdfl_req.txt,64,5,6,0,0,13,txt,3,0,0,140,0.765,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\gbdfl_req.xml,64,5,6,0,0,13,xml,3,0,0,131,0.745,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\gbdfl_res.txt,64,5,6,0,0,13,txt,3,0,0,3657,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\gpo (2).html,63,5,6,0,0,12,html,4,0,0,682506,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\gpo (3).html,63,5,6,0,0,12,html,4,0,0,675502,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\gpo.html,59,5,6,0,0,8,html,4,0,0,769746,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\hosts.txt,60,5,6,0,0,9,txt,3,0,0,295,0.785,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\IdentityCard-030917550307-20230921131013.pdf,95,5,6,0,0,44,pdf,3,0,0,313892,0.725,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\ieThree (2).xsd,66,5,6,0,0,15,xsd,3,0,0,34018,0.765,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\ieThree.xsd,62,5,6,0,0,11,xsd,3,0,0,34018,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image (10).png,65,5,6,0,0,14,png,3,0,0,216851,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image (11).png,65,5,6,0,0,14,png,3,0,0,48156,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image (12).png,65,5,6,0,0,14,png,3,0,0,52129,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image (13).png,65,5,6,0,0,14,png,3,0,0,32785,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image (2).png,64,5,6,0,0,13,png,3,0,0,79481,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image (3).png,64,5,6,0,0,13,png,3,0,0,94200,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image (4).png,64,5,6,0,0,13,png,3,0,0,46388,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image (5).png,64,5,6,0,0,13,png,3,0,0,192117,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image (6).png,64,5,6,0,0,13,png,3,0,0,172038,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image (7).png,64,5,6,0,0,13,png,3,0,0,23083,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image (8).png,64,5,6,0,0,13,png,3,0,0,28355,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image (9).png,64,5,6,0,0,13,png,3,0,0,138857,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image.png,60,5,6,0,0,9,png,3,0,0,18320,0.785,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-04-04_12-15-28.png,80,5,6,0,0,29,png,3,0,0,41074,0.745,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-06-20_09-54-41.png,80,5,6,0,0,29,png,3,0,0,78838,0.79,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-07-21_12-08-53.png,80,5,6,0,0,29,png,3,0,0,42050,0.74,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-07-21_17-17-51.png,80,5,6,0,0,29,png,3,0,0,27990,0.79,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-07-23_16-07-11.png,80,5,6,0,0,29,png,3,0,0,71254,0.79,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-08-13_15-01-21.png,80,5,6,0,0,29,png,3,0,0,10202,0.79,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-08-18_09-32-28.png,80,5,6,0,0,29,png,3,0,0,11510,0.79,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-08-18_09-59-14.png,80,5,6,0,0,29,png,3,0,0,187767,0.82,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-08-21_13-26-58.png,80,5,6,0,0,29,png,3,0,0,318159,0.74,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-08-26_10-51-38.png,80,5,6,0,0,29,png,3,0,0,76736,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-09-04_16-27-13.png,80,5,6,0,0,29,png,3,0,0,14621,0.74,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-09-04_16-28-10.png,80,5,6,0,0,29,png,3,0,0,15752,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-09-05_11-17-20.png,80,5,6,0,0,29,png,3,0,0,236329,0.74,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-09-05_12-12-24 (2).png,84,5,6,0,0,33,png,3,0,0,67962,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-09-05_12-12-24 (3).png,84,5,6,0,0,33,png,3,0,0,232960,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-09-05_12-12-24 (4).png,84,5,6,0,0,33,png,3,0,0,104327,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-09-05_12-12-24.png,80,5,6,0,0,29,png,3,0,0,117431,0.815,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-09-08_14-57-53.png,80,5,6,0,0,29,png,3,0,0,304711,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-09-08_15-06-12.png,80,5,6,0,0,29,png,3,0,0,80137,0.8,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-09-23_10-02-07.png,80,5,6,0,0,29,png,3,0,0,18059,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-09-23_10-36-41 (2).png,84,5,6,0,0,33,png,3,0,0,17303,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-09-23_10-36-41.png,80,5,6,0,0,29,png,3,0,0,27959,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-09-26_11-28-04.png,80,5,6,0,0,29,png,3,0,0,395099,0.815,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-09-29_13-34-44 (2).png,84,5,6,0,0,33,png,3,0,0,8586,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-09-29_13-34-44.png,80,5,6,0,0,29,png,3,0,0,46637,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-09-29_15-02-23.png,80,5,6,0,0,29,png,3,0,0,52873,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-09-29_15-04-11.png,80,5,6,0,0,29,png,3,0,0,55099,0.79,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-09-29_15-05-19.png,80,5,6,0,0,29,png,3,0,0,45217,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-10-14_16-05-24.png,80,5,6,0,0,29,png,3,0,0,749762,0.81,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-10-16_18-55-47.png,80,5,6,0,0,29,png,3,0,0,537437,0.74,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-10-21_23-56-26 (2).png,84,5,6,0,0,33,png,3,0,0,133086,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-10-21_23-56-26.png,80,5,6,0,0,29,png,3,0,0,144160,0.74,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-10-23_14-24-07.png,80,5,6,0,0,29,png,3,0,0,136159,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-10-31_11-11-59.png,80,5,6,0,0,29,png,3,0,0,165745,0.755,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-11-21_09-49-01.png,80,5,6,0,0,29,png,3,0,0,928828,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\image_2025-12-15_17-42-27.png,80,5,6,0,0,29,png,3,0,0,389,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\IMG_20230429_193519_531.jpg,78,5,6,0,0,27,jpg,3,0,0,249155,0.74,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\IMG_20240213_124238_333.png,78,5,6,0,0,27,png,3,0,0,374176,0.69,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\IMG_20250924_074001_380.jpg,78,5,6,0,0,27,jpg,3,0,0,1574944,0.67,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\IMG_3738.HEIC,64,5,6,0,0,13,heic,4,0,0,2623679,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\IMG_4666.HEIC,64,5,6,0,0,13,heic,4,0,0,2594904,0.74,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\IMG_4669.HEIC,64,5,6,0,0,13,heic,4,0,0,1489223,0.74,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\IMG_4673.HEIC,64,5,6,0,0,13,heic,4,0,0,1006909,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\IMG_4691.MOV,63,5,6,0,0,12,mov,3,0,0,8247268,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\IMG_4715.HEIC,64,5,6,0,0,13,heic,4,0,0,1808296,0.74,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\IMG_4721.HEIC,64,5,6,0,0,13,heic,4,0,0,1704099,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\IMG_4723.HEIC,64,5,6,0,0,13,heic,4,0,0,1724088,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\IMG_4726.HEIC,64,5,6,0,0,13,heic,4,0,0,1637009,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\ip_которые_обращаются_на_внешние_dns.txt,91,5,6,0,0,40,txt,3,0,0,1556,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\iso-mek-27001-2022 книга.pdf,79,5,6,0,0,28,pdf,3,0,0,1263317,0.815,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\javajarfile.jar,66,5,6,0,0,15,jar,3,0,1,282054,0.845,1,1
"C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Kafka_Streams_в_действии_Приложения_и_микросервисы,_управляемые.pdf",119,5,6,0,0,68,pdf,3,0,0,75724983,0.815,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Khogland_G__Mak_Grou_G_Vzlom_pro-2.pdf,89,5,6,0,0,38,pdf,3,0,0,131856945,0.81,1,1
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Kursovaya2.jar,65,5,6,0,0,14,jar,3,0,1,266715,0.845,1,1
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\L1 April 2025.pdf,68,5,6,0,0,17,pdf,3,0,0,47311,0.81,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\L1 August 2025.pdf,69,5,6,0,0,18,pdf,3,0,0,61624,0.81,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\L1 July 2025.pdf,67,5,6,0,0,16,pdf,3,0,0,60289,0.81,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\L1 June 2025.pdf,67,5,6,0,0,16,pdf,3,0,0,61472,0.81,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\L1 October 2025.pdf,70,5,6,0,0,19,pdf,3,0,0,61270,0.815,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\L1 September 2025 (2).pdf,76,5,6,0,0,25,pdf,3,0,0,62959,0.835,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\L1 September 2025.pdf,72,5,6,0,0,21,pdf,3,0,0,61728,0.825,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\LeakValue-main.zip,69,5,6,0,0,18,zip,3,0,0,288518,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Lets_Go_by_Alex_Edwards.pdf,78,5,6,0,0,27,pdf,3,0,0,6184061,0.81,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Linux (2).zip,64,5,6,0,0,13,zip,3,0,0,113136,0.78,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Linux (3).zip,64,5,6,0,0,13,zip,3,0,0,113136,0.78,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Linux.rar,60,5,6,0,0,9,rar,3,0,0,2796442,0.78,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Linux.zip,60,5,6,0,0,9,zip,3,0,0,4168626,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\log-sources (8).xlsx,71,5,6,0,0,20,xlsx,4,0,0,103528,0.745,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\log-sources (8).zip,70,5,6,0,0,19,zip,3,0,0,9370,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\main_category_recommendations.xlsx,85,5,6,0,0,34,xlsx,4,0,0,15961,0.8,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Malware Analysis and Detection Engineering.pdf,97,5,6,0,0,46,pdf,3,0,1,52257939,0.86,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Merge Requests for metrics.txt,81,5,6,0,0,30,txt,3,0,0,5518,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Mindmap.png,62,5,6,0,0,11,png,3,0,0,254587,0.79,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\MODELS.txt,61,5,6,0,0,10,txt,3,0,0,9881,0.78,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Monthly Basic Network Scan CIK_jips7b ru (1) (1).docx,104,5,6,0,0,53,docx,4,0,0,524619,0.85,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\Monthly Basic Network Scan CIK_jips7b.pdf,92,5,6,0,0,41,pdf,3,0,0,174945,0.815,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\MySQL.zip,60,5,6,0,0,9,zip,3,0,0,295644,0.815,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\NarcoRu-030917550307-24.09.2025-20250924073702.pdf,101,5,6,0,0,50,pdf,3,0,0,89832,0.775,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\NCSTE (2).docx,65,5,6,0,0,14,docx,4,0,0,56997,0.83,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\NCSTE.docx,61,5,6,0,0,10,docx,4,0,0,56997,0.845,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\newFormat.go,63,5,6,0,0,12,go,2,0,0,9908,0.78,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\newXSD (2).zip,65,5,6,0,0,14,zip,3,0,0,2314,0.78,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\newXSD.zip,61,5,6,0,0,10,zip,3,0,0,22,0.8,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\nxlog.conf,61,5,6,0,0,10,conf,4,0,0,2134,0.775,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\nxlog.tar,60,5,6,0,0,9,tar,3,0,0,89876480,0.785,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\ok_status.xlsx,65,5,6,0,0,14,xlsx,4,0,0,15105,0.79,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\osmsXSD (1).zip,66,5,6,0,0,15,zip,3,0,0,947,0.785,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\output.txt,61,5,6,0,0,10,txt,3,0,0,800,0.785,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\paid_application.csv,71,5,6,0,0,20,csv,3,0,0,176200,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\paid_application.zip,71,5,6,0,0,20,zip,3,0,0,32948,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\photo_2025-09-03_12-46-58.jpg,80,5,6,0,0,29,jpg,3,0,0,6900,0.83,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\PowerShell-Operational.docx,78,5,6,0,0,27,docx,4,0,0,19346,0.85,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\PSQL Windows.pdf,67,5,6,0,0,16,pdf,3,0,0,23200,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\PsychoRu-030917550307-24.09.2025-20250924073727.pdf,102,5,6,0,0,51,pdf,3,0,0,91733,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\RAISKANOVRASSUL 17SEP2025 NQZ ALA.pdf,88,5,6,0,0,37,pdf,3,0,0,172858,0.855,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\RAISKANOVRASSUL 21SEP2025 ALA NQZ.pdf,88,5,6,0,0,37,pdf,3,0,0,172899,0.84,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\register (2).go,66,5,6,0,0,15,go,2,0,0,1647,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\register.go,62,5,6,0,0,11,go,2,0,0,2010,0.79,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\registration-develop.zip,75,5,6,0,0,24,zip,3,0,0,241026,0.845,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\report.html,62,5,6,0,0,11,html,4,0,0,984279,0.765,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\report_211-ATC_template (2).docx,83,5,6,0,0,32,docx,4,0,0,45792,0.83,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\report_211-ATC_template (3).docx,83,5,6,0,0,32,docx,4,0,0,45783,0.83,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\report_211-ATC_template (4).docx,83,5,6,0,0,32,docx,4,0,0,45786,0.83,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\report_211-ATC_template.docx,79,5,6,0,0,28,docx,4,0,0,45789,0.775,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\report_213-KKT_template (2).docx,83,5,6,0,0,32,docx,4,0,0,45942,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\report_213-KKT_template (3).docx,83,5,6,0,0,32,docx,4,0,0,45938,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\report_213-KKT_template (4).docx,83,5,6,0,0,32,docx,4,0,0,45951,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\report_213-KKT_template.docx,79,5,6,0,0,28,docx,4,0,0,45941,0.76,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\report_222-MinPros_template.docx,83,5,6,0,0,32,docx,4,0,0,45625,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\report_223-QazGaz_template.docx,82,5,6,0,0,31,docx,4,0,0,46582,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0007100_ATC Potential_Tunneling_NGFW_15_10_2025.xlsx,107,5,6,0,0,56,xlsx,4,0,0,5474,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0007100_ATC Potential_Tunneling_NGFW_16_09_2025.xlsx,107,5,6,0,0,56,xlsx,4,0,0,5485,0.795,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_AKK Remote_Admin_Tool_Usage_01_08_2025.xlsx,106,5,6,0,0,55,xlsx,4,0,0,12018,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_AKK Remote_Admin_Tool_Usage_05_09_2025.xlsx,106,5,6,0,0,55,xlsx,4,0,0,9648,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_AKK Remote_Admin_Tool_Usage_12_08_2025.xlsx,106,5,6,0,0,55,xlsx,4,0,0,9359,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_AKK Remote_Admin_Tool_Usage_15_09_2025.xlsx,106,5,6,0,0,55,xlsx,4,0,0,9403,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_AKK Remote_Admin_Tool_Usage_16_09_2025.xlsx,106,5,6,0,0,55,xlsx,4,0,0,10378,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_APVL Remote_Admin_Tool_Usage_01_08_2025.xlsx,107,5,6,0,0,56,xlsx,4,0,0,69858,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_APVL Remote_Admin_Tool_Usage_05_09_2025.xlsx,107,5,6,0,0,56,xlsx,4,0,0,60946,0.805,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_APVL Remote_Admin_Tool_Usage_12_08_2025.xlsx,107,5,6,0,0,56,xlsx,4,0,0,59652,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_APVL Remote_Admin_Tool_Usage_15_09_2025.xlsx,107,5,6,0,0,56,xlsx,4,0,0,7194,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_APVL Remote_Admin_Tool_Usage_16_09_2025.xlsx,107,5,6,0,0,56,xlsx,4,0,0,69625,0.77,1,0
C:\Users\Ayan Daurenbek\Downloads\Telegram Desktop\REP_0011700_ATC Remote_Admin_Tool_Usage_01_08_2025.xlsx,106,5,6,0,0,55,xlsx,4,0,0,10511,0.81,1,0
